Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,60.4968367874056,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,60.2727106132556,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,23975.6065282139,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,151,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,60.3181536612972,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T19:00:00.0000000+00:00,10/1/2023 7:00:00 PM,60.1133852982805,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,23975.7600719171,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,151.593208606667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,60.2898963574111,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T20:00:00.0000000+00:00,10/1/2023 8:00:00 PM,60.0675743769222,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T21:00:00.0000000+00:00,10/1/2023 9:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T21:00:00.0000000+00:00,10/1/2023 9:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T21:00:00.0000000+00:00,10/1/2023 9:00:00 PM,0,W,15456,Billing heatmeter MC602
