Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,154.208997909444,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,62.6164755586972,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,52.9132228563639,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,1642.37224391667,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,1642.37224391667,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,24314.0524676042,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,147.027595552222,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,62.4642895238667,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T18:00:00.0000000+00:00,11/1/2023 6:00:00 PM,52.4896315646528,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T19:00:00.0000000+00:00,11/1/2023 7:00:00 PM,1676.42895552778,W,15456,Billing heatmeter MC602
